,date,time,race_name,horse_name,sp,pos,fin_time,pred,kelly,bankroll,stake,returns
256500,2019-08-01,4:55,Guinness Galway Hurdle Handicap,Ejayteekay,33/1,12,3:42.30,0.0,-0.030303030303030304,456.7207110650978,-0.0,-0.0
256501,2019-08-01,4:55,Guinness Galway Hurdle Handicap,Ming Dynasty,20/1,13,3:43.25,0.0,-0.05,456.7207110650978,-0.0,-0.0
256502,2019-08-01,4:55,Guinness Galway Hurdle Handicap,Gardens Of Babylon,8/1,14,3:43.60,0.0,-0.125,456.7207110650978,-0.0,-0.0
256503,2019-08-01,4:55,Guinness Galway Hurdle Handicap,Riven Light,7/1,15,3:44.10,0.0,-0.14285714285714285,456.7207110650978,-0.0,-0.0
256504,2019-08-01,4:55,Guinness Galway Hurdle Handicap,Tombstone,33/1,16,3:44.50,0.0,-0.030303030303030304,456.7207110650978,-0.0,-0.0
256490,2019-08-01,4:55,Guinness Galway Hurdle Handicap,Due Reward,33/1,2,3:40.30,0.1111111111111111,0.08417508417508417,456.7207110650978,19.22225214920445,0.0
256491,2019-08-01,4:55,Guinness Galway Hurdle Handicap,Band Of Outlaws,9/2J,3,3:40.45,0.24324324324324326,0.0750750750750751,456.7207110650978,17.14417083577695,0.0
256492,2019-08-01,4:55,Guinness Galway Hurdle Handicap,Davids Charm,12/1,4,3:41.10,0.045454545454545456,-0.034090909090909095,456.7207110650978,-0.0,-0.0
256493,2019-08-01,4:55,Guinness Galway Hurdle Handicap,Sole Pretender,11/1,5,3:41.10,0.1111111111111111,0.030303030303030297,456.7207110650978,6.920010773713602,0.0
256494,2019-08-01,4:55,Guinness Galway Hurdle Handicap,Hearts Are Trumps,25/1,6,3:41.25,0.0,-0.04,456.7207110650978,-0.0,-0.0
256495,2019-08-01,4:55,Guinness Galway Hurdle Handicap,Shanning,9/2J,7,3:41.35,0.0,-0.2222222222222222,456.7207110650978,-0.0,-0.0
256496,2019-08-01,4:55,Guinness Galway Hurdle Handicap,Golden Spear,25/1,8,3:41.40,0.0,-0.04,456.7207110650978,-0.0,-0.0
256497,2019-08-01,4:55,Guinness Galway Hurdle Handicap,Stratum,10/1,9,3:41.85,0.045454545454545456,-0.05,456.7207110650978,-0.0,-0.0
256505,2019-08-01,4:55,Guinness Galway Hurdle Handicap,Sayo,28/1,PU,,0.0,-0.03571428571428571,456.7207110650978,-0.0,-0.0
256506,2019-08-01,4:55,Guinness Galway Hurdle Handicap,Chosen Mate,9/1,PU,,0.0,-0.1111111111111111,456.7207110650978,-0.0,-0.0
258767,2019-08-01,5:59,Guinness Time INH Flat Race,All Those Years,4/7F,1,4:9.70,0.6923076923076923,0.1524966261808367,796.0921703609442,60.70068505451194,95.30007553558376
258768,2019-08-01,5:59,Guinness Time INH Flat Race,Tudors Glory,9/1,2,4:10.45,0.0,-0.1111111111111111,796.0921703609442,-0.0,-0.0
258769,2019-08-01,5:59,Guinness Time INH Flat Race,Stowaway Sarah,10/1,3,4:10.85,0.0,-0.1,796.0921703609442,-0.0,-0.0
258770,2019-08-01,5:59,Guinness Time INH Flat Race,Shanwalla,20/1,4,4:10.85,0.0,-0.05,796.0921703609442,-0.0,-0.0
258771,2019-08-01,5:59,Guinness Time INH Flat Race,Valley Breeze,7/1,5,4:11.75,0.0,-0.14285714285714285,796.0921703609442,-0.0,-0.0
258772,2019-08-01,5:59,Guinness Time INH Flat Race,Bartleys Boy,50/1,6,4:12.30,0.0,-0.02,796.0921703609442,-0.0,-0.0
258773,2019-08-01,5:59,Guinness Time INH Flat Race,Mcquinn,16/1,7,4:15.50,0.0,-0.0625,796.0921703609442,-0.0,-0.0
258774,2019-08-01,5:59,Guinness Time INH Flat Race,Oscar Academy,33/1,8,4:23.90,0.0,-0.030303030303030304,796.0921703609442,-0.0,-0.0
258775,2019-08-01,5:59,Guinness Time INH Flat Race,Ballylig,9/2,9,4:24.35,0.0,-0.2222222222222222,796.0921703609442,-0.0,-0.0
260491,2019-08-02,5:10,Guinness Galway Tribes Handicap Hurdle,Lucky Icon,20/1,1,3:40.60,0.24324324324324326,0.2054054054054054,830.6915608420161,85.31426841080165,1791.5996366268346
260500,2019-08-02,5:10,Guinness Galway Tribes Handicap Hurdle,Stormey,10/1,10,3:43.65,0.0,-0.1,830.6915608420161,-0.0,-0.0
260501,2019-08-02,5:10,Guinness Galway Tribes Handicap Hurdle,St Stephens Green,7/1,11,3:49.65,0.0,-0.14285714285714285,830.6915608420161,-0.0,-0.0
260492,2019-08-02,5:10,Guinness Galway Tribes Handicap Hurdle,Lever Du Soleil,9/2,2,3:41.30,0.07692307692307693,-0.12820512820512822,830.6915608420161,-0.0,-0.0
260493,2019-08-02,5:10,Guinness Galway Tribes Handicap Hurdle,Wait Here,16/1,3,3:42.40,0.0,-0.0625,830.6915608420161,-0.0,-0.0
260494,2019-08-02,5:10,Guinness Galway Tribes Handicap Hurdle,Star Maker,10/1,4,3:42.45,0.0,-0.1,830.6915608420161,-0.0,-0.0
260495,2019-08-02,5:10,Guinness Galway Tribes Handicap Hurdle,Avenir D'Une Vie,14/1,5,3:42.45,0.045454545454545456,-0.02272727272727273,830.6915608420161,-0.0,-0.0
260496,2019-08-02,5:10,Guinness Galway Tribes Handicap Hurdle,Orgilgo Bay,66/1,6,3:43.00,0.0,-0.015151515151515152,830.6915608420161,-0.0,-0.0
260497,2019-08-02,5:10,Guinness Galway Tribes Handicap Hurdle,Humaniste,25/1,7,3:43.40,0.0,-0.04,830.6915608420161,-0.0,-0.0
260498,2019-08-02,5:10,Guinness Galway Tribes Handicap Hurdle,Grapevine,14/1,8,3:43.55,0.0,-0.07142857142857142,830.6915608420161,-0.0,-0.0
260499,2019-08-02,5:10,Guinness Galway Tribes Handicap Hurdle,Light That,20/1,9,3:43.60,0.0,-0.05,830.6915608420161,-0.0,-0.0
260502,2019-08-02,5:10,Guinness Galway Tribes Handicap Hurdle,Whatsinthecorner,10/1,BD,,0.0,-0.1,830.6915608420161,-0.0,-0.0
260503,2019-08-02,5:10,Guinness Galway Tribes Handicap Hurdle,Kerosin,11/1,F,,0.0,-0.09090909090909091,830.6915608420161,-0.0,-0.0
260504,2019-08-02,5:10,Guinness Galway Tribes Handicap Hurdle,Bercasa,3/1F,UR,,0.0,-0.3333333333333333,830.6915608420161,-0.0,-0.0
255679,2019-08-02,6:15,Guinness Galway Blazers Handicap Chase,Minella Beau,4/1F,1,5:29.00,0.045454545454545456,-0.19318181818181818,2536.976929058049,-0.0,-0.0
255688,2019-08-02,6:15,Guinness Galway Blazers Handicap Chase,Cecil Corbett,28/1,10,5:33.05,0.0,-0.03571428571428571,2536.976929058049,-0.0,-0.0
255689,2019-08-02,6:15,Guinness Galway Blazers Handicap Chase,Ocean Glandore,16/1,11,5:35.85,0.0,-0.0625,2536.976929058049,-0.0,-0.0
255690,2019-08-02,6:15,Guinness Galway Blazers Handicap Chase,Ned Stark,8/1,12,5:46.25,0.0,-0.125,2536.976929058049,-0.0,-0.0
255691,2019-08-02,6:15,Guinness Galway Blazers Handicap Chase,Mill Quest,25/1,13,5:51.45,0.0,-0.04,2536.976929058049,-0.0,-0.0
255680,2019-08-02,6:15,Guinness Galway Blazers Handicap Chase,Icantsay,20/1,2,5:29.10,0.24324324324324326,0.2054054054054054,2536.976929058049,260.55438730866445,0.0
255681,2019-08-02,6:15,Guinness Galway Blazers Handicap Chase,Mine Now,12/1,3,5:29.50,0.0,-0.08333333333333333,2536.976929058049,-0.0,-0.0
255682,2019-08-02,6:15,Guinness Galway Blazers Handicap Chase,Tesseract,5/1,4,5:29.75,0.24324324324324326,0.09189189189189188,2536.976929058049,116.56380484861305,0.0
255683,2019-08-02,6:15,Guinness Galway Blazers Handicap Chase,Top Of The Charts,5/1,5,5:29.80,0.2,0.039999999999999994,2536.976929058049,50.73953858116097,0.0
255684,2019-08-02,6:15,Guinness Galway Blazers Handicap Chase,Treasure Chest,8/1,6,5:30.65,0.0,-0.125,2536.976929058049,-0.0,-0.0
255685,2019-08-02,6:15,Guinness Galway Blazers Handicap Chase,Hash Brown,12/1,7,5:30.70,0.0,-0.08333333333333333,2536.976929058049,-0.0,-0.0
255686,2019-08-02,6:15,Guinness Galway Blazers Handicap Chase,Supreme Vinnie,22/1,8,5:32.00,0.0,-0.045454545454545456,2536.976929058049,-0.0,-0.0
255687,2019-08-02,6:15,Guinness Galway Blazers Handicap Chase,Mac N Cheese,6/1,9,5:32.55,0.0,-0.16666666666666666,2536.976929058049,-0.0,-0.0
255692,2019-08-02,6:15,Guinness Galway Blazers Handicap Chase,Swingbridge,25/1,F,,0.0,-0.04,2536.976929058049,-0.0,-0.0
255693,2019-08-02,6:15,Guinness Galway Blazers Handicap Chase,Aranhill Chief,20/1,PU,,0.0,-0.05,2536.976929058049,-0.0,-0.0
255694,2019-08-02,6:15,Guinness Galway Blazers Handicap Chase,Lilshane,33/1,UR,,0.0,-0.030303030303030304,2536.976929058049,-0.0,-0.0
256916,2019-08-03,2:00,O'Leary Insurances Maiden Hurdle,Mr Everest,6/4J,1,3:56.80,0.47619047619047616,0.1269841269841269,2109.1191983196104,133.91233005203867,334.7808251300967
256925,2019-08-03,2:00,O'Leary Insurances Maiden Hurdle,Stealth,100/1,10,4:5.95,0.0,-0.01,2109.1191983196104,-0.0,-0.0
256926,2019-08-03,2:00,O'Leary Insurances Maiden Hurdle,Serefeli,50/1,11,4:7.45,0.0,-0.02,2109.1191983196104,-0.0,-0.0
256927,2019-08-03,2:00,O'Leary Insurances Maiden Hurdle,Rockford Cave,100/1,12,4:7.65,0.0,-0.01,2109.1191983196104,-0.0,-0.0
256928,2019-08-03,2:00,O'Leary Insurances Maiden Hurdle,Flooring Porter,66/1,13,4:7.80,0.0,-0.015151515151515152,2109.1191983196104,-0.0,-0.0
256929,2019-08-03,2:00,O'Leary Insurances Maiden Hurdle,Utalkintomeboy,100/1,14,4:7.90,0.0,-0.01,2109.1191983196104,-0.0,-0.0
256930,2019-08-03,2:00,O'Leary Insurances Maiden Hurdle,Bridget Cottage,66/1,15,4:8.20,0.0,-0.015151515151515152,2109.1191983196104,-0.0,-0.0
256931,2019-08-03,2:00,O'Leary Insurances Maiden Hurdle,Spittal Field,100/1,16,4:9.30,0.0,-0.01,2109.1191983196104,-0.0,-0.0
256932,2019-08-03,2:00,O'Leary Insurances Maiden Hurdle,Mick Mixy,100/1,17,4:9.35,0.0,-0.01,2109.1191983196104,-0.0,-0.0
256933,2019-08-03,2:00,O'Leary Insurances Maiden Hurdle,Rightplacerightime,100/1,18,4:9.80,0.0,-0.01,2109.1191983196104,-0.0,-0.0
256917,2019-08-03,2:00,O'Leary Insurances Maiden Hurdle,Estelle Ma Belle,6/4J,2,3:57.60,0.47619047619047616,0.1269841269841269,2109.1191983196104,133.91233005203867,0.0
256918,2019-08-03,2:00,O'Leary Insurances Maiden Hurdle,Born By The Sea,8/1,3,3:58.30,0.24324324324324326,0.14864864864864866,2109.1191983196104,156.75885933456564,0.0
256919,2019-08-03,2:00,O'Leary Insurances Maiden Hurdle,Jon Ess,25/1,4,3:59.60,0.0,-0.04,2109.1191983196104,-0.0,-0.0
256920,2019-08-03,2:00,O'Leary Insurances Maiden Hurdle,Scardura,66/1,5,4:0.50,0.045454545454545456,0.030991735537190084,2109.1191983196104,32.68263220536586,0.0
256921,2019-08-03,2:00,O'Leary Insurances Maiden Hurdle,Mooltazem,33/1,6,4:2.90,0.0,-0.030303030303030304,2109.1191983196104,-0.0,-0.0
256922,2019-08-03,2:00,O'Leary Insurances Maiden Hurdle,Botani,5/1,7,4:3.40,0.0,-0.2,2109.1191983196104,-0.0,-0.0
256923,2019-08-03,2:00,O'Leary Insurances Maiden Hurdle,Nasee,50/1,8,4:5.00,0.0,-0.02,2109.1191983196104,-0.0,-0.0
256924,2019-08-03,2:00,O'Leary Insurances Maiden Hurdle,Brawler,18/1,9,4:5.70,0.0,-0.05555555555555555,2109.1191983196104,-0.0,-0.0
256440,2019-08-03,2:30,Galway Shopping Centre Handicap Hurdle,Great Trango,12/1,1,5:30.20,0.24324324324324326,0.1801801801801802,1986.6338718056982,178.97602448699985,2326.688318330998
256449,2019-08-03,2:30,Galway Shopping Centre Handicap Hurdle,De Name Escapes Me,20/1,10,5:34.95,0.0,-0.05,1986.6338718056982,-0.0,-0.0
256450,2019-08-03,2:30,Galway Shopping Centre Handicap Hurdle,Cosmo's Moon,12/1,11,5:37.35,0.0,-0.08333333333333333,1986.6338718056982,-0.0,-0.0
256451,2019-08-03,2:30,Galway Shopping Centre Handicap Hurdle,Didtheyleaveuoutto,12/1,12,5:37.75,0.0,-0.08333333333333333,1986.6338718056982,-0.0,-0.0
256452,2019-08-03,2:30,Galway Shopping Centre Handicap Hurdle,Contingency,12/1,13,5:38.10,0.0,-0.08333333333333333,1986.6338718056982,-0.0,-0.0
256453,2019-08-03,2:30,Galway Shopping Centre Handicap Hurdle,Eclat Des Mottes,7/1,14,5:41.30,0.0,-0.14285714285714285,1986.6338718056982,-0.0,-0.0
256454,2019-08-03,2:30,Galway Shopping Centre Handicap Hurdle,Oscar Knight,25/1,15,5:41.35,0.0,-0.04,1986.6338718056982,-0.0,-0.0
256455,2019-08-03,2:30,Galway Shopping Centre Handicap Hurdle,Mitchouka,50/1,16,5:43.15,0.0,-0.02,1986.6338718056982,-0.0,-0.0
256456,2019-08-03,2:30,Galway Shopping Centre Handicap Hurdle,Ivanovich Gorbatov,33/1,17,5:43.45,0.0,-0.030303030303030304,1986.6338718056982,-0.0,-0.0
256457,2019-08-03,2:30,Galway Shopping Centre Handicap Hurdle,Rashaan,22/1,18,5:49.85,0.0,-0.045454545454545456,1986.6338718056982,-0.0,-0.0
256441,2019-08-03,2:30,Galway Shopping Centre Handicap Hurdle,Ask Susan,7/1,2,5:30.50,0.1111111111111111,-0.01587301587301588,1986.6338718056982,-0.0,-0.0
256442,2019-08-03,2:30,Galway Shopping Centre Handicap Hurdle,Great White Shark,3/1F,3,5:31.40,0.24324324324324326,-0.009009009009008992,1986.6338718056982,-0.0,-0.0
256443,2019-08-03,2:30,Galway Shopping Centre Handicap Hurdle,Neverushacon,16/1,4,5:32.30,0.0,-0.0625,1986.6338718056982,-0.0,-0.0
256444,2019-08-03,2:30,Galway Shopping Centre Handicap Hurdle,The Red Menace,25/1,5,5:32.55,0.0,-0.04,1986.6338718056982,-0.0,-0.0
256445,2019-08-03,2:30,Galway Shopping Centre Handicap Hurdle,Maeve's Choice,22/1,6,5:32.60,0.0,-0.045454545454545456,1986.6338718056982,-0.0,-0.0
256446,2019-08-03,2:30,Galway Shopping Centre Handicap Hurdle,Project Bluebook,16/1,7,5:32.60,0.0,-0.0625,1986.6338718056982,-0.0,-0.0
256447,2019-08-03,2:30,Galway Shopping Centre Handicap Hurdle,Plinth,50/1,8,5:32.90,0.0,-0.02,1986.6338718056982,-0.0,-0.0
256448,2019-08-03,2:30,Galway Shopping Centre Handicap Hurdle,Spades Are Trumps,11/2,9,5:32.95,0.0,-0.18181818181818182,1986.6338718056982,-0.0,-0.0
257544,2019-08-03,5:55,Galway Shopping Centre Irish EBF INH Mares Flat Race,Majestic Maid,20/1,1,3:33.90,0.0,-0.05,4134.346165649697,-0.0,-0.0
257553,2019-08-03,5:55,Galway Shopping Centre Irish EBF INH Mares Flat Race,Costly Diamond,20/1,10,3:38.35,0.0,-0.05,4134.346165649697,-0.0,-0.0
257554,2019-08-03,5:55,Galway Shopping Centre Irish EBF INH Mares Flat Race,Zalika,16/1,11,3:39.10,0.0,-0.0625,4134.346165649697,-0.0,-0.0
257555,2019-08-03,5:55,Galway Shopping Centre Irish EBF INH Mares Flat Race,Fur Elise,14/1,12,3:39.65,0.0,-0.07142857142857142,4134.346165649697,-0.0,-0.0
257556,2019-08-03,5:55,Galway Shopping Centre Irish EBF INH Mares Flat Race,Lady Riposte,100/1,13,3:43.65,0.0,-0.01,4134.346165649697,-0.0,-0.0
257557,2019-08-03,5:55,Galway Shopping Centre Irish EBF INH Mares Flat Race,Karla Martina,12/1,14,3:43.90,0.0,-0.08333333333333333,4134.346165649697,-0.0,-0.0
257545,2019-08-03,5:55,Galway Shopping Centre Irish EBF INH Mares Flat Race,Dime A Dozen,8/1,2,3:34.15,0.045454545454545456,-0.07386363636363637,4134.346165649697,-0.0,-0.0
257546,2019-08-03,5:55,Galway Shopping Centre Irish EBF INH Mares Flat Race,Skyace,6/4F,3,3:34.20,0.24324324324324326,-0.26126126126126126,4134.346165649697,-0.0,-0.0
257547,2019-08-03,5:55,Galway Shopping Centre Irish EBF INH Mares Flat Race,Bonarc,14/1,4,3:35.20,0.045454545454545456,-0.02272727272727273,4134.346165649697,-0.0,-0.0
257548,2019-08-03,5:55,Galway Shopping Centre Irish EBF INH Mares Flat Race,Blue Heather,7/1,5,3:36.40,0.0,-0.14285714285714285,4134.346165649697,-0.0,-0.0
257549,2019-08-03,5:55,Galway Shopping Centre Irish EBF INH Mares Flat Race,Howsthewoman,50/1,6,3:36.45,0.0,-0.02,4134.346165649697,-0.0,-0.0
257550,2019-08-03,5:55,Galway Shopping Centre Irish EBF INH Mares Flat Race,Springsteen's Girl,3/1,7,3:37.05,0.0,-0.3333333333333333,4134.346165649697,-0.0,-0.0
257551,2019-08-03,5:55,Galway Shopping Centre Irish EBF INH Mares Flat Race,Well Polly,80/1,8,3:37.30,0.0,-0.0125,4134.346165649697,-0.0,-0.0
257552,2019-08-03,5:55,Galway Shopping Centre Irish EBF INH Mares Flat Race,Tina's Girl,33/1,9,3:37.35,0.0,-0.030303030303030304,4134.346165649697,-0.0,-0.0
254370,2019-08-04,2:15,Adare Manor Opportunity Handicap Hurdle,Ilikedwayurthinkin,5/6F,1,4:4.40,0.47619047619047616,-0.15490533562822717,4134.346165649697,-0.0,-0.0
254379,2019-08-04,2:15,Adare Manor Opportunity Handicap Hurdle,Broder,16/1,10,4:9.85,0.0,-0.0625,4134.346165649697,-0.0,-0.0
254380,2019-08-04,2:15,Adare Manor Opportunity Handicap Hurdle,Motcomb Street,50/1,11,4:10.10,0.0,-0.02,4134.346165649697,-0.0,-0.0
254381,2019-08-04,2:15,Adare Manor Opportunity Handicap Hurdle,Castlehume,25/1,12,4:10.15,0.0,-0.04,4134.346165649697,-0.0,-0.0
254382,2019-08-04,2:15,Adare Manor Opportunity Handicap Hurdle,Back To Bataan,50/1,13,4:10.60,0.0,-0.02,4134.346165649697,-0.0,-0.0
254383,2019-08-04,2:15,Adare Manor Opportunity Handicap Hurdle,Crafty Codger,66/1,14,4:10.60,0.0,-0.015151515151515152,4134.346165649697,-0.0,-0.0
254384,2019-08-04,2:15,Adare Manor Opportunity Handicap Hurdle,Rock On Seamie,20/1,15,4:10.65,0.0,-0.05,4134.346165649697,-0.0,-0.0
254385,2019-08-04,2:15,Adare Manor Opportunity Handicap Hurdle,Mr Jacaranda,16/1,16,4:13.65,0.0,-0.0625,4134.346165649697,-0.0,-0.0
254386,2019-08-04,2:15,Adare Manor Opportunity Handicap Hurdle,Our Brian,40/1,17,4:16.05,0.0,-0.025,4134.346165649697,-0.0,-0.0
254387,2019-08-04,2:15,Adare Manor Opportunity Handicap Hurdle,Shannon Hill,33/1,18,4:25.45,0.0,-0.030303030303030304,4134.346165649697,-0.0,-0.0
254371,2019-08-04,2:15,Adare Manor Opportunity Handicap Hurdle,Dumhach Thra,10/1,2,4:5.40,0.0,-0.1,4134.346165649697,-0.0,-0.0
254372,2019-08-04,2:15,Adare Manor Opportunity Handicap Hurdle,De Mazzaro,33/1,3,4:6.00,0.0,-0.030303030303030304,4134.346165649697,-0.0,-0.0
254373,2019-08-04,2:15,Adare Manor Opportunity Handicap Hurdle,Ashqar,7/1,4,4:6.25,0.0,-0.14285714285714285,4134.346165649697,-0.0,-0.0
254374,2019-08-04,2:15,Adare Manor Opportunity Handicap Hurdle,Dalton Highway,4/1,5,4:7.20,0.0,-0.25,4134.346165649697,-0.0,-0.0
254375,2019-08-04,2:15,Adare Manor Opportunity Handicap Hurdle,Imperial Choice,33/1,6,4:8.40,0.0,-0.030303030303030304,4134.346165649697,-0.0,-0.0
254376,2019-08-04,2:15,Adare Manor Opportunity Handicap Hurdle,Peacocks Secret,25/1,7,4:8.85,0.0,-0.04,4134.346165649697,-0.0,-0.0
254377,2019-08-04,2:15,Adare Manor Opportunity Handicap Hurdle,Antimatter,50/1,8,4:8.95,0.0,-0.02,4134.346165649697,-0.0,-0.0
254378,2019-08-04,2:15,Adare Manor Opportunity Handicap Hurdle,Charle Brune,10/1,9,4:9.75,0.0,-0.1,4134.346165649697,-0.0,-0.0
254388,2019-08-04,2:15,Adare Manor Opportunity Handicap Hurdle,Paddy Buns,50/1,PU,,0.0,-0.02,4134.346165649697,-0.0,-0.0
254827,2019-08-04,2:45,Kenny Galway Handicap Hurdle,Mr Smith,8/1,1,6:10.50,0.6923076923076923,0.6538461538461539,4134.346165649697,1351.613169539324,12164.518525853915
254836,2019-08-04,2:45,Kenny Galway Handicap Hurdle,Young Dev,16/1,10,6:19.80,0.0,-0.0625,4134.346165649697,-0.0,-0.0
254837,2019-08-04,2:45,Kenny Galway Handicap Hurdle,Brogine,14/1,11,6:22.00,0.0,-0.07142857142857142,4134.346165649697,-0.0,-0.0
254838,2019-08-04,2:45,Kenny Galway Handicap Hurdle,Suinda,10/1,12,6:22.40,0.0,-0.1,4134.346165649697,-0.0,-0.0
254839,2019-08-04,2:45,Kenny Galway Handicap Hurdle,Monbeg Chit Chat,33/1,13,6:41.00,0.0,-0.030303030303030304,4134.346165649697,-0.0,-0.0
254828,2019-08-04,2:45,Kenny Galway Handicap Hurdle,Goodnightngodbless,6/1,2,6:12.50,0.24324324324324326,0.11711711711711714,4134.346165649697,242.10135204254985,0.0
254829,2019-08-04,2:45,Kenny Galway Handicap Hurdle,Chess Grand Master,10/1,3,6:12.55,0.045454545454545456,-0.05,4134.346165649697,-0.0,-0.0
254830,2019-08-04,2:45,Kenny Galway Handicap Hurdle,Kilkishen,16/1,4,6:12.85,0.045454545454545456,-0.014204545454545456,4134.346165649697,-0.0,-0.0
254831,2019-08-04,2:45,Kenny Galway Handicap Hurdle,Bye Bye O Bye,10/1,5,6:13.95,0.0,-0.1,4134.346165649697,-0.0,-0.0
254832,2019-08-04,2:45,Kenny Galway Handicap Hurdle,Spring Watch,16/1,6,6:14.05,0.0,-0.0625,4134.346165649697,-0.0,-0.0
254833,2019-08-04,2:45,Kenny Galway Handicap Hurdle,Helly Hansum,33/1,7,6:14.70,0.0,-0.030303030303030304,4134.346165649697,-0.0,-0.0
254834,2019-08-04,2:45,Kenny Galway Handicap Hurdle,Dawn Raider,8/1,8,6:14.90,0.045454545454545456,-0.07386363636363637,4134.346165649697,-0.0,-0.0
254835,2019-08-04,2:45,Kenny Galway Handicap Hurdle,Ballyegan Hero,16/1,9,6:17.90,0.0,-0.0625,4134.346165649697,-0.0,-0.0
254840,2019-08-04,2:45,Kenny Galway Handicap Hurdle,Oh'herewego,50/1,PU,,0.0,-0.02,4134.346165649697,-0.0,-0.0
254841,2019-08-04,2:45,Kenny Galway Handicap Hurdle,Blottos,28/1,PU,,0.0,-0.03571428571428571,4134.346165649697,-0.0,-0.0
254842,2019-08-04,2:45,Kenny Galway Handicap Hurdle,Rovetta,11/2F,PU,,0.0,-0.18181818181818182,4134.346165649697,-0.0,-0.0
254843,2019-08-04,2:45,Kenny Galway Handicap Hurdle,Kilbarry Lilly,16/1,PU,,0.0,-0.0625,4134.346165649697,-0.0,-0.0
254844,2019-08-04,2:45,Kenny Galway Handicap Hurdle,An Fearchan,20/1,PU,,0.0,-0.05,4134.346165649697,-0.0,-0.0
254845,2019-08-04,2:45,Kenny Galway Handicap Hurdle,Poker D'ainay,7/1,PU,,0.0,-0.14285714285714285,4134.346165649697,-0.0,-0.0
264973,2019-08-04,4:30,Watch Racing TV Now Chase,Yorkhill,6/4F,1,5:46.70,0.1111111111111111,-0.48148148148148145,14705.150169921737,-0.0,-0.0
264974,2019-08-04,4:30,Watch Racing TV Now Chase,Some Neck,100/30,2,5:47.45,0.47619047619047616,0.3188903188903188,14705.150169921737,2344.6650135081845,0.0
264975,2019-08-04,4:30,Watch Racing TV Now Chase,Valseur Lido,5/1,3,5:47.95,0.33327526422964915,0.199930317075579,14705.150169921737,1470.0026680582287,0.0
264976,2019-08-04,4:30,Watch Racing TV Now Chase,A Toi Phil,11/2,4,5:49.57,0.045454545454545456,-0.12809917355371903,14705.150169921737,-0.0,-0.0
264977,2019-08-04,4:30,Watch Racing TV Now Chase,Cable,100/1,5,5:57.07,0.0,-0.01,14705.150169921737,-0.0,-0.0
264978,2019-08-04,4:30,Watch Racing TV Now Chase,Theinval,6/1,F,,0.0,-0.16666666666666666,14705.150169921737,-0.0,-0.0
264979,2019-08-04,4:30,Watch Racing TV Now Chase,Bletchley Castle,25/1,PU,,0.0,-0.04,14705.150169921737,-0.0,-0.0
257924,2019-08-04,5:00,Lord Hemphill Memorial Handicap Chase,All The Answers,11/4F,1,4:41.10,0.6923076923076923,0.5804195804195804,10890.482488355323,3160.5246382289924,11851.967393358722
257933,2019-08-04,5:00,Lord Hemphill Memorial Handicap Chase,Nearly Nama'd,25/1,10,4:56.16,0.0,-0.04,10890.482488355323,-0.0,-0.0
257934,2019-08-04,5:00,Lord Hemphill Memorial Handicap Chase,Reach Up,9/1,11,4:56.66,0.0,-0.1111111111111111,10890.482488355323,-0.0,-0.0
257935,2019-08-04,5:00,Lord Hemphill Memorial Handicap Chase,Carrig Cathal,16/1,12,4:56.66,0.0,-0.0625,10890.482488355323,-0.0,-0.0
257925,2019-08-04,5:00,Lord Hemphill Memorial Handicap Chase,Lucky Pat,10/1,2,4:42.60,0.045454545454545456,-0.05,10890.482488355323,-0.0,-0.0
257926,2019-08-04,5:00,Lord Hemphill Memorial Handicap Chase,Rock The World,16/1,3,4:43.66,0.045454545454545456,-0.014204545454545456,10890.482488355323,-0.0,-0.0
257927,2019-08-04,5:00,Lord Hemphill Memorial Handicap Chase,Draycott Place,16/1,4,4:46.04,0.0,-0.0625,10890.482488355323,-0.0,-0.0
257928,2019-08-04,5:00,Lord Hemphill Memorial Handicap Chase,Powersbomb,10/1,5,4:51.29,0.0,-0.1,10890.482488355323,-0.0,-0.0
257929,2019-08-04,5:00,Lord Hemphill Memorial Handicap Chase,Lake Takapuna,7/2,6,4:51.73,0.0,-0.2857142857142857,10890.482488355323,-0.0,-0.0
257930,2019-08-04,5:00,Lord Hemphill Memorial Handicap Chase,Mighty Stowaway,12/1,7,4:52.10,0.0,-0.08333333333333333,10890.482488355323,-0.0,-0.0
257931,2019-08-04,5:00,Lord Hemphill Memorial Handicap Chase,Or Jaune De Somoza,7/1,8,4:54.35,0.0,-0.14285714285714285,10890.482488355323,-0.0,-0.0
257932,2019-08-04,5:00,Lord Hemphill Memorial Handicap Chase,Three Wise Men,11/1,9,4:54.98,0.0,-0.09090909090909091,10890.482488355323,-0.0,-0.0
257936,2019-08-04,5:00,Lord Hemphill Memorial Handicap Chase,Presenting Mahler,25/1,UR,,0.0,-0.04,10890.482488355323,-0.0,-0.0
261616,2019-08-04,6:00,Fr. Breen Memorial (Pro-Am) INH Flat Race,Rocket Lad,9/4,1,3:53.50,0.24324324324324326,-0.09309309309309308,19581.925243485053,-0.0,-0.0
261617,2019-08-04,6:00,Fr. Breen Memorial (Pro-Am) INH Flat Race,Blazing Emily,5/4F,2,3:53.88,0.24324324324324326,-0.3621621621621622,19581.925243485053,-0.0,-0.0
261618,2019-08-04,6:00,Fr. Breen Memorial (Pro-Am) INH Flat Race,Cabin Hill,10/1,3,3:54.69,0.045454545454545456,-0.05,19581.925243485053,-0.0,-0.0
